income_status,development_status,parent,continent,location,iso_code,date,population,first_dose,last_dose,booster_dose,partially_vaccinated,total_vaccinations,total_vaccinations_per_million,partially_vaccinated_per_million,fully_vaccinated_per_million,first_dose_per_million,last_dose_per_million,booster_dose_per_million
Middle income,Economy in transition,world,Asia,Kyrgyzstan,KGZ,2021-10,6628356,1118104,956930,70959,161174,2145993,323759.4661,24315.83337,144369.1317,168684.965,144369.1317,10705.36948
Middle income,Economy in transition,world,Asia,Kyrgyzstan,KGZ,2021-12,6628356,1147833,953456,0,194377,2101289,317015.109,29325.06944,143845.0198,173170.0892,143845.0198,0
Middle income,Economy in transition,world,Asia,Kyrgyzstan,KGZ,2021-11,6628356,1259651,1112498,70959,147153,2443108,368584.3066,22200.52755,167839.2048,190039.7323,167839.2048,10705.36948
Middle income,Economy in transition,world,Asia,Kyrgyzstan,KGZ,2022-01,6728271,1270704,1073890,36762,196814,2381356,353932.8306,29251.79441,159608.6127,188860.4071,159608.6127,5463.810836
Middle income,Economy in transition,world,Asia,Kyrgyzstan,KGZ,2022-02,6728271,1351506,1150453,80776,201053,2582735,383863.1054,29881.82254,170987.9106,200869.7331,170987.9106,12005.46173
Middle income,Economy in transition,world,Asia,Kyrgyzstan,KGZ,2022-03,6728271,1382688,1208463,109024,174225,2700175,401317.8126,25894.46828,179609.7393,205504.2075,179609.7393,16203.86575
Middle income,Economy in transition,world,Asia,Kyrgyzstan,KGZ,2022-04,6728271,1412107,1238162,136030,173945,2786299,414118.1293,25852.85284,184023.8005,209876.6533,184023.8005,20217.67554
Middle income,Economy in transition,world,Asia,Kyrgyzstan,KGZ,2022-05,6728271,1430273,1262850,157394,167423,2850517,423662.6319,24883.51019,187693.0938,212576.604,187693.0938,23392.93408
Middle income,Least developed,world,Asia,Laos,LAO,2021-03,7379358,212452,70775,0,141677,283227,38380.98111,19199.09564,9590.942735,28790.03837,9590.942735,0
Middle income,Least developed,world,Asia,Laos,LAO,2021-04,7379358,212452,70775,0,141677,283227,38380.98111,19199.09564,9590.942735,28790.03837,9590.942735,0
Middle income,Least developed,world,Asia,Laos,LAO,2021-05,7379358,647193,187940,0,459253,835133,113171.4981,62234.81772,25468.3402,87703.15792,25468.3402,0
Middle income,Least developed,world,Asia,Laos,LAO,2021-06,7379358,714092,385921,0,328171,1100013,149066.2196,44471.48383,52297.36787,96768.85171,52297.36787,0
Middle income,Least developed,world,Asia,Laos,LAO,2021-07,7379358,1232612,1056433,0,176179,2289045,310195.6837,23874.57012,143160.5568,167035.1269,143160.5568,0
Middle income,Least developed,world,Asia,Laos,LAO,2021-08,7379358,2629715,1864671,0,765044,4494386,609048.3752,103673.5174,252687.4289,356360.9463,252687.4289,0
Middle income,Least developed,world,Asia,Laos,LAO,2021-09,7379358,2940677,2023326,0,917351,4964003,672687.6511,124313.1178,274187.2667,398500.3845,274187.2667,0
Middle income,Least developed,world,Asia,Laos,LAO,2021-10,7379358,3181841,2630207,0,551634,5812048,787608.895,74753.65743,356427.6188,431181.2762,356427.6188,0
Middle income,Least developed,world,Asia,Laos,LAO,2021-11,7379358,3744740,3099003,0,645737,6843743,927417.1276,87505.85078,419955.6384,507461.4892,419955.6384,0
Middle income,Least developed,world,Asia,Laos,LAO,2021-12,7379358,3744740,3099003,0,645737,6843743,927417.1276,87505.85078,419955.6384,507461.4892,419955.6384,0
Middle income,Least developed,world,Asia,Laos,LAO,2022-01,7481023,4653477,3835288,0,818189,8488765,1134706.443,109368.5984,512668.9224,622037.5208,512668.9224,0
Middle income,Least developed,world,Asia,Laos,LAO,2022-02,7481023,4830440,4255830,0,574610,9086270,1214575.867,76809.01395,568883.4268,645692.4407,568883.4268,0
Middle income,Least developed,world,Asia,Laos,LAO,2022-03,7481023,5618458,4493559,0,1124899,10112017,1351689.067,150367.0019,600661.0326,751028.0345,600661.0326,0
Middle income,Least developed,world,Asia,Laos,LAO,2022-04,7481023,5670200,4614786,0,1055414,10284986,1374810.103,141078.8337,616865.6346,757944.4683,616865.6346,0
Middle income,Least developed,world,Asia,Laos,LAO,2022-05,7481023,5764133,4916660,0,847473,10680793,1427718.241,113283.0363,657217.6025,770500.6387,657217.6025,0
High income,Developed economy,world,Europe,Latvia,LVA,2021-02,1866942,73190,52875,235531,20315,361596,193683.5745,10881.4307,28321.7154,39203.14611,28321.7154,126158.713
High income,Developed economy,world,Europe,Latvia,LVA,2021-03,1866942,152798,61038,235531,91760,449367,240696.8186,49149.89325,32694.10619,81843.99944,32694.10619,126158.713
High income,Developed economy,world,Europe,Latvia,LVA,2021-04,1866942,300071,91168,235531,208903,626770,335720.1241,111895.8168,48832.79716,160728.614,48832.79716,126158.713
High income,Developed economy,world,Europe,Latvia,LVA,2021-05,1866942,559329,390477,235531,168852,1185337,634908.3153,90443.08822,209153.257,299596.3453,209153.257,126158.713
High income,Developed economy,world,Europe,Latvia,LVA,2021-06,1866942,660995,610162,235531,50833,1506688,807035.248,27227.94816,326824.2934,354052.2416,326824.2934,126158.713
High income,Developed economy,world,Europe,Latvia,LVA,2021-07,1866942,757470,715161,235531,42309,1708162,914951.8303,22662.19304,383065.4621,405727.6552,383065.4621,126158.713
High income,Developed economy,world,Europe,Latvia,LVA,2021-08,1866942,851346,796835,235531,54511,1883712,1008982.604,29198.01472,426812.9379,456010.9527,426812.9379,126158.713
High income,Developed economy,world,Europe,Latvia,LVA,2021-09,1866942,933412,882258,235611,51154,2051281,1098738.472,27399.88709,472568.5104,499968.3975,472568.5104,126201.5638
High income,Developed economy,world,Europe,Latvia,LVA,2021-10,1866942,1144890,1015726,253826,129164,2414442,1293260.316,69184.79524,544058.6799,613243.4752,544058.6799,135958.1605
High income,Developed economy,world,Europe,Latvia,LVA,2022-02,1848837,1216768,1192381,505045,24387,2914194,1576230.895,13190.45432,644935.7082,658126.1626,644935.7082,273169.0246
High income,Developed economy,world,Europe,Latvia,LVA,2022-03,1848837,1218288,1193964,517807,24324,2930059,1584811.966,13156.37885,645791.9222,658948.301,645791.9222,280071.7424
High income,Developed economy,world,Europe,Latvia,LVA,2022-04,1848837,1219114,1194997,523647,24117,2937758,1588976.205,13044.41657,646350.6518,659395.0684,646350.6518,283230.4849
High income,Developed economy,world,Europe,Latvia,LVA,2022-05,1848837,1219446,1195478,526610,23968,2941534,1591018.57,12963.82537,646610.8153,659574.6407,646610.8153,284833.114
High income,Developed economy,world,Europe,Latvia,LVA,2021-12,1866942,1248616,935935,0,312681,2184551,1170122.585,167482.9748,501319.8053,668802.7802,501319.8053,0
High income,Developed economy,world,Europe,Latvia,LVA,2021-11,1866942,1267491,1210799,341892,56692,2820182,1510588.974,30366.23527,648546.6608,678912.8961,648546.6608,183129.417
High income,Developed economy,world,Europe,Latvia,LVA,2022-01,1848837,1294647,1256270,469626,38377,3020543,1633753.003,20757.37342,679492.0266,700249.4,679492.0266,254011.5759
Middle income,Developing,world,Asia,Lebanon,LBN,2022-01,6684849,2582948,2138969,437255,443979,5159172,771770.9106,66415.71111,319972.6725,386388.3836,319972.6725,65409.85443
Middle income,Developing,world,Asia,Lebanon,LBN,2022-03,6684849,2670680,2341310,564623,329370,5576613,834216.7489,49271.12041,350241.2695,399512.3899,350241.2695,84463.08959
Middle income,Developing,world,Asia,Lebanon,LBN,2022-04,6684849,2677312,2351269,573819,326043,5602400,838074.2781,48773.42779,351731.0563,400504.4841,351731.0563,85838.73772
Middle income,Developing,world,Asia,Lebanon,LBN,2022-05,6684849,2686207,2362812,585443,323395,5634462,842870.4971,48377.30815,353457.7969,401835.105,353457.7969,87577.59525
Middle income,Least developed,world,Africa,Lesotho,LSO,2021-04,2159079,36637,0,0,36637,36637,16968.80939,16968.80939,0,16968.80939,0,0
Middle income,Least developed,world,Africa,Lesotho,LSO,2021-05,2159079,36637,0,0,36637,36637,16968.80939,16968.80939,0,16968.80939,0,0
Middle income,Least developed,world,Africa,Lesotho,LSO,2021-06,2159079,36637,19685,0,16952,56322,26086.12283,7851.495939,9117.313447,16968.80939,9117.313447,0
Middle income,Least developed,world,Africa,Lesotho,LSO,2021-07,2159079,40767,32181,0,8586,72948,33786.62847,3976.695619,14904.96642,18881.66204,14904.96642,0
Middle income,Least developed,world,Africa,Lesotho,LSO,2021-08,2159079,40911,32181,0,8730,73092,33853.32357,4043.390724,14904.96642,18948.35715,14904.96642,0
Middle income,Least developed,world,Africa,Lesotho,LSO,2021-09,2159079,324686,316384,0,8302,641070,296918.2693,3845.158051,146536.5556,150381.7137,146536.5556,0
Middle income,Least developed,world,Africa,Lesotho,LSO,2021-11,2159079,581857,572287,0,9570,1154144,534553.8537,4432.445501,265060.7041,269493.1496,265060.7041,0
Middle income,Least developed,world,Africa,Lesotho,LSO,2021-12,2159079,745528,735610,0,9918,1481138,686004.5418,4593.625337,340705.4582,345299.0835,340705.4582,0
Middle income,Least developed,world,Africa,Lesotho,LSO,2022-01,2175699,782175,727528,0,54647,1509703,693893.3189,25116.98539,334388.1667,359505.1521,334388.1667,0
Middle income,Least developed,world,Africa,Lesotho,LSO,2021-10,2159079,882302,536880,0,345422,1419182,657308.9729,159985.8088,248661.5821,408647.3909,248661.5821,0
Middle income,Least developed,world,Africa,Lesotho,LSO,2022-03,2175699,882302,735610,0,146692,1617912,743628.5994,67422.92937,338102.835,405525.7644,338102.835,0
Middle income,Least developed,world,Africa,Lesotho,LSO,2022-04,2175699,917564,864783,22438,52781,1804785,829519.6165,24259.32999,397473.6395,421732.9695,397473.6395,10313.00745
Middle income,Least developed,world,Africa,Lesotho,LSO,2022-05,2175699,1014456,739962,0,274494,1754418,806369.8149,126163.5916,340103.1117,466266.7033,340103.1117,0
Middle income,Least developed,world,Africa,Lesotho,LSO,2022-06,2175699,1014456,847837,26447,166619,1888740,868107.2152,76581.82497,389684.8783,466266.7033,389684.8783,12155.63366
Low income,Least developed,world,Africa,Liberia,LBR,2021-04,5180203,42983,0,0,42983,42983,8297.551274,8297.551274,0,8297.551274,0,0
Low income,Least developed,world,Africa,Liberia,LBR,2021-05,5180203,56170,26,0,56144,56196,10848.22352,10838.1853,5.019108325,10843.20441,5.019108325,0
Low income,Least developed,world,Africa,Liberia,LBR,2021-06,5180203,85137,6904,0,78233,92041,17767.83651,15102.30391,1332.766303,16435.07021,1332.766303,0
Low income,Least developed,world,Africa,Liberia,LBR,2021-07,5180203,86288,9135,0,77153,95423,18420.70668,14893.81787,1763.444406,16657.26227,1763.444406,0
Low income,Least developed,world,Africa,Liberia,LBR,2021-09,5180203,86327,218405,0,-132078,304732,58826.26607,-25496.6842,42161.47514,16664.79094,42161.47514,0
Low income,Least developed,world,Africa,Liberia,LBR,2021-08,5180203,112343,35190,0,77153,147533,28480.15802,14893.81787,6793.170075,21686.98794,6793.170075,0
Low income,Least developed,world,Africa,Liberia,LBR,2021-10,5180203,393975,371645,0,22330,765620,147797.2967,4310.64188,71743.32743,76053.96931,71743.32743,0
Low income,Least developed,world,Africa,Liberia,LBR,2021-11,5180203,506647,476276,0,30371,982923,189746.0389,5862.897651,91941.57063,97804.46828,91941.57063,0
Low income,Least developed,world,Africa,Liberia,LBR,2021-12,5180203,1017128,984421,0,32707,2001549,386384.2788,6313.84523,190035.2168,196349.062,190035.2168,0
Low income,Least developed,world,Africa,Liberia,LBR,2022-01,5305117,1018979,986975,0,32004,2005954,378116.8257,6032.666198,186042.0798,192074.7459,186042.0798,0
Low income,Least developed,world,Africa,Liberia,LBR,2022-03,5305117,1167123,1134198,0,32925,2301321,433792.6949,6206.272171,213793.2113,219999.4835,213793.2113,0
Low income,Least developed,world,Africa,Liberia,LBR,2022-04,5305117,1751520,1438154,1912,313366,3191586,601605.2049,59068.63129,271088.0834,330156.7147,271088.0834,360.4067545
Low income,Least developed,world,Africa,Liberia,LBR,2022-05,5305117,1751520,1438154,1912,313366,3191586,601605.2049,59068.63129,271088.0834,330156.7147,271088.0834,360.4067545
Low income,Least developed,world,Africa,Liberia,LBR,2022-06,5305117,1751520,1438154,1912,313366,3191586,601605.2049,59068.63129,271088.0834,330156.7147,271088.0834,360.4067545
Middle income,Developing,world,Africa,Libya,LBY,2022-01,7040745,2040045,1002131,23797,1037914,3065973,435461.4462,147415.3658,142333.0912,289748.457,142333.0912,3379.898008
Middle income,Developing,world,Africa,Libya,LBY,2022-03,7040745,2206720,1135980,93648,1070740,3436348,488065.9646,152077.6566,161343.7214,313421.378,161343.7214,13300.86518
Middle income,Developing,world,Africa,Libya,LBY,2022-04,7040745,2214875,1141034,97630,1073841,3453539,490507.6096,152518.0929,162061.5432,314579.6361,162061.5432,13866.43033
Middle income,Developing,world,Africa,Libya,LBY,2022-05,7040745,2246087,1167540,113466,1078547,3527093,500954.5155,153186.4881,165826.2016,319012.6897,165826.2016,16115.62413
High income,Developed economy,world,Europe,Lithuania,LTU,2021-02,2689862,194726,128506,237369,66220,560601,208412.5505,24618.36332,47774.19808,72392.5614,47774.19808,88245.79105
High income,Developed economy,world,Europe,Lithuania,LTU,2021-03,2689862,421003,234203,239559,186800,894765,332643.459,69445.94184,87068.77899,156514.7208,87068.77899,89059.95921
High income,Developed economy,world,Europe,Lithuania,LTU,2021-04,2689862,725197,365038,239559,360159,1329794,494372.5738,133894.9731,135708.8207,269603.7938,135708.8207,89059.95921
High income,Developed economy,world,Europe,Lithuania,LTU,2021-05,2689862,1144279,747269,239559,397010,2131107,792273.73,147594.9324,277809.4192,425404.3516,277809.4192,89059.95921
High income,Developed economy,world,Europe,Lithuania,LTU,2021-06,2689862,1283464,1139227,239559,144237,2662250,989734.7894,53622.45349,423526.1883,477148.6418,423526.1883,89059.95921
High income,Developed economy,world,Europe,Lithuania,LTU,2021-07,2689862,1444790,1304106,239559,140684,2988455,1111006.81,52301.56789,484822.6415,537124.2093,484822.6415,89059.95921
High income,Developed economy,world,Europe,Lithuania,LTU,2021-08,2689862,1705873,1590882,239559,114991,3536314,1314682.315,42749.77675,591436.2893,634186.0661,591436.2893,89059.95921
High income,Developed economy,world,Europe,Lithuania,LTU,2021-09,2689862,1781838,1702784,265636,79054,3750258,1394219.48,29389.61181,633037.68,662427.2918,633037.68,98754.5086
High income,Developed economy,world,Europe,Lithuania,LTU,2021-10,2689862,1840755,1775346,318549,65409,3934650,1462770.209,24316.86086,660013.7851,684330.646,660013.7851,118425.778
High income,Developed economy,world,Europe,Lithuania,LTU,2022-02,2661708,1857204,1812104,871158,45100,4540466,1705846.772,16944.00738,680804.9568,697748.9642,680804.9568,327292.8511
High income,Developed economy,world,Europe,Lithuania,LTU,2022-03,2661708,1858985,1814964,879252,44021,4553201,1710631.294,16538.62858,681879.4548,698418.0834,681879.4548,330333.7556
High income,Developed economy,world,Europe,Lithuania,LTU,2022-04,2661708,1860421,1817308,885273,43113,4563002,1714313.516,16197.49424,682760.0924,698957.5866,682760.0924,332595.837
High income,Developed economy,world,Europe,Lithuania,LTU,2022-05,2661708,1861332,1818784,888413,42548,4568529,1716390.002,15985.22453,683314.6235,699299.8481,683314.6235,333775.5306
High income,Developed economy,world,Europe,Lithuania,LTU,2021-12,2689862,1901591,1550776,0,350815,3452367,1283473.65,130421.1889,576526.2307,706947.4196,576526.2307,0
High income,Developed economy,world,Europe,Lithuania,LTU,2021-11,2689862,1907730,1844893,587036,62837,4339659,1613338.9,23360.67798,685869.0148,709229.6928,685869.0148,218240.1922
High income,Developed economy,world,Europe,Lithuania,LTU,2022-01,2661708,1943257,1884928,858082,58329,4686267,1760624.005,21914.12431,708164.8325,730078.9568,708164.8325,322380.216
High income,Developed economy,world,Europe,Luxembourg,LUX,2021-02,634814,34663,31640,147754,3023,214057,337196.4071,4762.024782,49841.37086,54603.39564,49841.37086,232751.6406
High income,Developed economy,world,Europe,Luxembourg,LUX,2021-03,634814,87531,43851,147756,43680,279138,439716.2003,68807.55623,69076.92647,137884.4827,69076.92647,232754.7912
High income,Developed economy,world,Europe,Luxembourg,LUX,2021-04,634814,154329,71867,147757,82462,373953,589074.9101,129899.4666,113209.5385,243109.0052,113209.5385,232756.3664
High income,Developed economy,world,Europe,Luxembourg,LUX,2021-05,634814,255526,167457,147759,88069,570742,899069.6487,138731.975,263789.0784,402521.0534,263789.0784,232759.517
High income,Developed economy,world,Europe,Luxembourg,LUX,2021-06,634814,354025,269838,147761,84187,771624,1215511.945,132616.798,425066.2399,557683.0379,425066.2399,232762.6675
High income,Developed economy,world,Europe,Luxembourg,LUX,2021-07,634814,396627,362942,147870,33685,907439,1429456.502,53062.7869,571729.672,624792.4589,571729.672,232934.3713
High income,Developed economy,world,Europe,Luxembourg,LUX,2021-08,634814,412183,407065,148209,5118,967457,1524000.731,8062.204047,641235.0704,649297.2745,641235.0704,233468.386
High income,Developed economy,world,Europe,Luxembourg,LUX,2021-09,634814,422729,419245,152481,3484,994455,1566529.724,5488.221747,660421.7928,665910.0146,660421.7928,240197.9162
High income,Developed economy,world,Europe,Luxembourg,LUX,2022-02,642371,425434,420357,336570,5077,1182361,1840620.14,7903.532382,654383.526,662287.0584,654383.526,523949.5556
High income,Developed economy,world,Europe,Luxembourg,LUX,2022-04,642371,425642,421088,342078,4554,1188808,1850656.396,7089.361132,655521.4977,662610.8588,655521.4977,532524.0398
